Brand,Model,Year,Body Type,Cylinders,Fuel Economy Highway,Fuel Economy City,Fuel Economy Average,Seats,Transmission,Make,Style,Horsepower,Fuel Type,Color,Miles Driven,Condition,Title Status,Damages,Number of Owners,Title Available,Payment Status,Sale Price
Hyundai,Santa Fe,2016,Wagon,6,23.5,16.6,20.1,3,CVT,Hyundai,Hyundai Santa Fe Wagon,579,Hybrid,Black,193869,New,Rebuilt,Minor Scratches,2,Available,Paid,60154.07
Hyundai,Santa Fe,2014,Hatchback,12,20.1,10.2,15.2,5,Automatic,Hyundai,Hyundai Santa Fe Hatchback,598,Hybrid,Black,16160,New,Rebuilt,Frame Damage,3,Not Available,Paid,22823.81
Honda,Civic,2006,SUV,8,16.4,11.7,14,6,Dual-Clutch,Honda,Honda Civic SUV,325,Hybrid,Black,32323,Used,Clean,None,2,Not Available,Unpaid,24002.84
Chevrolet,Silverado,2002,Convertible,4,34.4,26.6,30.5,5,Manual,Chevrolet,Chevrolet Silverado Convertible,447,Hybrid,Black,142430,New,Rebuilt,Frame Damage,3,Available,Paid,5843.31
Ford,Fusion,2022,Truck,3,19,13.5,16.2,6,CVT,Ford,Ford Fusion Truck,144,Hybrid,Black,194947,Used,Rebuilt,Flood Damage,5,Not Available,Paid,47853.7
Ford,Escape,2000,Coupe,10,30.6,25.3,28,7,Manual,Ford,Ford Escape Coupe,149,Hybrid,Black,115868,New,Salvage,Minor Scratches,4,Available,Paid,31503.12
Hyundai,Kona,1999,SUV,10,18.7,13,15.8,5,Dual-Clutch,Hyundai,Hyundai Kona SUV,205,Hybrid,Black,178142,Used,Clean,None,2,Not Available,Unpaid,77653.74
Nissan,Frontier,2016,Wagon,10,26.2,17.1,21.6,4,Dual-Clutch,Nissan,Nissan Frontier Wagon,163,Hybrid,Black,11683,Used,Rebuilt,Severe Collision,3,Available,Unpaid,7143.05
Chevrolet,Malibu,2016,Sedan,12,15.4,10.5,12.9,7,CVT,Chevrolet,Chevrolet Malibu Sedan,383,Hybrid,Black,148179,New,Rebuilt,Frame Damage,1,Not Available,Paid,60014.64
Kia,Sorento,2015,Sedan,3,20.3,12.5,16.4,4,Automatic,Kia,Kia Sorento Sedan,379,Hybrid,Black,58999,Used,Rebuilt,Flood Damage,5,Available,Unpaid,22742.83
Kia,Sorento,2007,Sedan,4,20.3,17.8,19.1,5,Dual-Clutch,Kia,Kia Sorento Sedan,103,Hybrid,Black,166935,New,Clean,None,1,Available,Unpaid,16674.16
Hyundai,Elantra,2011,Sedan,12,28.8,19.6,24.2,6,CVT,Hyundai,Hyundai Elantra Sedan,129,Hybrid,Black,28246,Used,Clean,None,3,Available,Unpaid,18544.12
Hyundai,Kona,1996,Truck,4,29.2,23.2,26.2,2,Dual-Clutch,Hyundai,Hyundai Kona Truck,115,Hybrid,Black,214190,Used,Rebuilt,Minor Scratches,3,Available,Paid,77847.21
Honda,CR-V,2012,SUV,6,23.7,15.8,19.8,3,CVT,Honda,Honda CR-V SUV,543,Hybrid,Black,140735,Used,Clean,None,5,Available,Unpaid,30395.92
Kia,Telluride,2008,Wagon,10,35.4,28.2,31.8,4,Manual,Kia,Kia Telluride Wagon,267,Hybrid,Black,26605,New,Salvage,Severe Collision,4,Not Available,Paid,67465.71
Hyundai,Elantra,2023,Truck,3,25.2,15.6,20.4,6,Dual-Clutch,Hyundai,Hyundai Elantra Truck,277,Hybrid,Black,169437,New,Rebuilt,Frame Damage,2,Not Available,Paid,33194.39
BMW,5 Series,2005,Hatchback,3,19.5,14.9,17.2,6,Manual,BMW,BMW 5 Series Hatchback,193,Hybrid,Black,52591,New,Rebuilt,Severe Collision,4,Not Available,Paid,38503.32
Nissan,Sentra,1999,Coupe,12,23.7,15.9,19.8,6,Manual,Nissan,Nissan Sentra Coupe,320,Hybrid,Black,87180,New,Salvage,Severe Collision,4,Not Available,Paid,57008.59
Kia,Sportage,2003,Convertible,6,33.5,24.4,28.9,7,Automatic,Kia,Kia Sportage Convertible,330,Hybrid,Black,235888,Used,Clean,None,2,Available,Paid,50242.27
Nissan,Sentra,2007,SUV,8,29.4,20.1,24.8,4,CVT,Nissan,Nissan Sentra SUV,233,Hybrid,Black,73613,Used,Clean,None,1,Available,Unpaid,48269.12
Ford,Fusion,2012,Convertible,3,19.4,13.6,16.5,6,Manual,Ford,Ford Fusion Convertible,516,Hybrid,Black,142510,Used,Rebuilt,Flood Damage,4,Not Available,Unpaid,14467.53
Kia,Sportage,2016,Wagon,10,35,26.1,30.6,5,Manual,Kia,Kia Sportage Wagon,212,Hybrid,Black,217866,New,Salvage,Minor Scratches,2,Available,Paid,34869.73
Hyundai,Elantra,2013,Convertible,6,20.9,17.6,19.2,2,Dual-Clutch,Hyundai,Hyundai Elantra Convertible,458,Hybrid,Black,110289,Used,Clean,None,5,Available,Unpaid,34407.74
Nissan,Rogue,1999,Wagon,6,34.6,28.7,31.6,7,Automatic,Nissan,Nissan Rogue Wagon,115,Hybrid,Black,80944,Used,Clean,None,2,Not Available,Paid,33833.46
Mercedes,C-Class,2014,Convertible,10,13.2,10.2,11.7,4,Dual-Clutch,Mercedes,Mercedes C-Class Convertible,593,Hybrid,Black,184436,Used,Clean,None,3,Available,Paid,54075.59
Chevrolet,Impala,2014,Wagon,8,22.3,16.6,19.5,3,Manual,Chevrolet,Chevrolet Impala Wagon,551,Hybrid,Black,248745,Used,Clean,None,5,Not Available,Paid,42433.33
Nissan,Frontier,2001,Hatchback,8,21.4,18.6,20,6,Dual-Clutch,Nissan,Nissan Frontier Hatchback,245,Hybrid,Black,98444,Used,Rebuilt,Minor Scratches,5,Not Available,Unpaid,41432.23
Nissan,Pathfinder,2010,Truck,6,24.4,14.5,19.4,5,Automatic,Nissan,Nissan Pathfinder Truck,228,Hybrid,Black,21193,Used,Rebuilt,Flood Damage,1,Not Available,Paid,48510.15
Honda,Accord,2013,Wagon,12,21,18.1,19.6,3,CVT,Honda,Honda Accord Wagon,266,Hybrid,Black,1224,New,Salvage,Frame Damage,5,Available,Paid,18746.19
Honda,CR-V,1995,Sedan,10,27.9,18.3,23.1,2,Manual,Honda,Honda CR-V Sedan,124,Hybrid,Black,125464,New,Rebuilt,Frame Damage,4,Not Available,Unpaid,73141.51
Ford,Explorer,2018,Hatchback,4,25.9,23,24.4,7,CVT,Ford,Ford Explorer Hatchback,148,Hybrid,Black,29787,New,Clean,None,3,Not Available,Unpaid,33708.95
BMW,X5,2005,Truck,12,19.2,13.2,16.2,4,Manual,BMW,BMW X5 Truck,284,Hybrid,Black,112521,Used,Rebuilt,Frame Damage,1,Available,Unpaid,54793.64
Subaru,Legacy,2015,Truck,3,29.3,19.6,24.5,4,Automatic,Subaru,Subaru Legacy Truck,262,Hybrid,Black,82712,Used,Salvage,Minor Scratches,3,Available,Paid,55445.03
Toyota,RAV4,2013,Convertible,3,19.8,13.5,16.6,7,CVT,Toyota,Toyota RAV4 Convertible,347,Hybrid,Black,164104,New,Clean,None,5,Not Available,Unpaid,25510.9
Subaru,Outback,1995,Coupe,6,31,28.1,29.6,7,CVT,Subaru,Subaru Outback Coupe,344,Hybrid,Black,85526,New,Salvage,Flood Damage,5,Not Available,Paid,79024.48
Toyota,Tacoma,2001,Convertible,12,22.6,16.7,19.6,2,Dual-Clutch,Toyota,Toyota Tacoma Convertible,362,Hybrid,Black,247940,Used,Clean,None,1,Available,Paid,41148.76
Mercedes,C-Class,1998,Sedan,12,29.7,21.9,25.8,2,Manual,Mercedes,Mercedes C-Class Sedan,551,Hybrid,Black,142499,Used,Salvage,Flood Damage,1,Not Available,Paid,71546.65
Kia,Sorento,2009,Wagon,6,18.6,13.9,16.2,5,Dual-Clutch,Kia,Kia Sorento Wagon,565,Hybrid,Black,248585,Used,Clean,None,1,Available,Paid,24095.29
BMW,3 Series,2013,Convertible,6,17.8,11.4,14.6,3,Manual,BMW,BMW 3 Series Convertible,548,Hybrid,Black,141556,Used,Clean,None,4,Not Available,Unpaid,46324.43
Kia,Sorento,1998,Sedan,3,21.3,12.8,17.1,5,Manual,Kia,Kia Sorento Sedan,197,Hybrid,Black,216070,Used,Clean,None,2,Not Available,Unpaid,67872.5
Mercedes,E-Class,2012,Hatchback,12,22.5,15.5,19,5,Manual,Mercedes,Mercedes E-Class Hatchback,151,Hybrid,Black,125233,Used,Clean,None,1,Not Available,Paid,25764.02
Mercedes,S-Class,1996,Truck,6,23.8,19.7,21.8,6,Manual,Mercedes,Mercedes S-Class Truck,345,Hybrid,Black,191486,New,Clean,None,5,Not Available,Unpaid,71910.4
Nissan,Altima,2017,SUV,3,30.3,24,27.1,5,Automatic,Nissan,Nissan Altima SUV,185,Hybrid,Black,89940,New,Salvage,Flood Damage,5,Available,Paid,29050.54
Chevrolet,Silverado,2006,Wagon,3,25.8,20.7,23.2,3,Manual,Chevrolet,Chevrolet Silverado Wagon,145,Hybrid,Black,118672,Used,Salvage,Severe Collision,5,Not Available,Paid,78998.89
Subaru,Outback,2023,SUV,6,34.9,28.2,31.5,2,CVT,Subaru,Subaru Outback SUV,595,Hybrid,Black,145784,New,Rebuilt,Frame Damage,1,Available,Paid,26652.72
BMW,M4,2006,Convertible,6,19.1,10.7,14.9,6,Manual,BMW,BMW M4 Convertible,311,Hybrid,Black,178421,New,Salvage,Flood Damage,5,Available,Paid,20626.02
Ford,Mustang,2019,Convertible,3,15,10.8,12.9,3,Automatic,Ford,Ford Mustang Convertible,404,Hybrid,Black,9469,Used,Salvage,Severe Collision,5,Available,Unpaid,71587.42
Kia,Telluride,2017,Convertible,12,32.4,28.1,30.2,3,Dual-Clutch,Kia,Kia Telluride Convertible,261,Hybrid,Black,7187,Used,Salvage,Flood Damage,5,Not Available,Paid,12832.93
Mercedes,GLC,2011,Wagon,3,18.2,12.8,15.5,4,Automatic,Mercedes,Mercedes GLC Wagon,145,Hybrid,Black,195384,Used,Clean,None,4,Available,Unpaid,76496.47
Nissan,Sentra,2017,Hatchback,4,30.4,22.4,26.4,3,Automatic,Nissan,Nissan Sentra Hatchback,271,Hybrid,Black,139186,New,Rebuilt,Flood Damage,3,Available,Paid,72119.4
Subaru,Legacy,2006,Sedan,4,26.2,21.4,23.8,5,CVT,Subaru,Subaru Legacy Sedan,316,Hybrid,Black,149971,Used,Clean,None,4,Available,Paid,7831.78
Hyundai,Tucson,2012,Coupe,12,24.9,20.2,22.5,3,Manual,Hyundai,Hyundai Tucson Coupe,459,Hybrid,Black,242990,Used,Salvage,Flood Damage,2,Not Available,Paid,70231.41
Mercedes,GLE,2002,Convertible,6,29.7,26.3,28,5,Dual-Clutch,Mercedes,Mercedes GLE Convertible,462,Hybrid,Black,163965,Used,Rebuilt,Flood Damage,2,Available,Unpaid,56401.74
Kia,Optima,2006,Sedan,10,35.2,29.9,32.5,3,Manual,Kia,Kia Optima Sedan,146,Hybrid,Black,173248,New,Clean,None,4,Available,Paid,25383.15
Hyundai,Sonata,2023,Hatchback,8,21.8,12,16.9,5,CVT,Hyundai,Hyundai Sonata Hatchback,363,Hybrid,Black,216560,New,Clean,None,3,Available,Unpaid,55017.83
Hyundai,Santa Fe,2010,Coupe,8,34.8,26.6,30.7,4,Dual-Clutch,Hyundai,Hyundai Santa Fe Coupe,569,Hybrid,Black,177452,New,Rebuilt,Flood Damage,4,Not Available,Unpaid,46653.73
Nissan,Pathfinder,2011,Coupe,3,21.5,13,17.2,5,CVT,Nissan,Nissan Pathfinder Coupe,337,Hybrid,Black,198732,Used,Clean,None,2,Not Available,Paid,22566.97
Chevrolet,Impala,2003,Convertible,6,24.7,20.1,22.4,4,Dual-Clutch,Chevrolet,Chevrolet Impala Convertible,379,Hybrid,Black,189281,Used,Salvage,Minor Scratches,2,Not Available,Unpaid,11264.62
Ford,Mustang,2018,Coupe,10,35.6,28.4,32,3,Automatic,Ford,Ford Mustang Coupe,135,Hybrid,Black,33348,Used,Rebuilt,Flood Damage,1,Not Available,Unpaid,45112.02
Mercedes,C-Class,1998,Sedan,10,27.5,25,26.2,4,CVT,Mercedes,Mercedes C-Class Sedan,285,Hybrid,Black,55086,New,Rebuilt,Severe Collision,2,Not Available,Unpaid,79650.16
Kia,Sportage,2011,Coupe,8,25.5,19.7,22.6,3,Automatic,Kia,Kia Sportage Coupe,494,Hybrid,Black,237632,New,Clean,None,2,Available,Unpaid,74177.74
Toyota,RAV4,2000,SUV,10,14.6,12.1,13.3,6,CVT,Toyota,Toyota RAV4 SUV,362,Hybrid,Black,181628,New,Salvage,Minor Scratches,5,Not Available,Paid,36295.51
BMW,3 Series,2011,Wagon,8,33.5,25.6,29.6,6,Automatic,BMW,BMW 3 Series Wagon,292,Hybrid,Black,53545,Used,Rebuilt,Minor Scratches,1,Available,Unpaid,21575.38
Honda,CR-V,1995,Sedan,10,21.3,15.3,18.3,3,Dual-Clutch,Honda,Honda CR-V Sedan,460,Hybrid,Black,98519,New,Clean,None,4,Not Available,Paid,13522.13
Toyota,Tacoma,2014,Convertible,4,22.4,13.7,18,2,Automatic,Toyota,Toyota Tacoma Convertible,219,Hybrid,Black,200183,Used,Salvage,Severe Collision,4,Not Available,Unpaid,50186.37
Nissan,Frontier,1997,Hatchback,3,29.8,27.1,28.5,4,Dual-Clutch,Nissan,Nissan Frontier Hatchback,393,Hybrid,Black,211217,New,Rebuilt,Frame Damage,2,Available,Paid,20837.36
Toyota,Camry,1998,Convertible,3,20.6,14.4,17.5,5,Manual,Toyota,Toyota Camry Convertible,424,Hybrid,Black,198729,Used,Salvage,Severe Collision,4,Not Available,Unpaid,34654.74
Honda,Accord,2001,Coupe,3,33.4,26.3,29.9,4,Manual,Honda,Honda Accord Coupe,563,Hybrid,Black,74956,Used,Rebuilt,Flood Damage,5,Available,Unpaid,46231.15
BMW,M4,2003,Hatchback,12,18.2,10.5,14.3,2,Manual,BMW,BMW M4 Hatchback,561,Hybrid,Black,91022,Used,Rebuilt,Flood Damage,2,Available,Unpaid,21681.55
Subaru,Legacy,2007,Sedan,3,32.9,27,29.9,4,Dual-Clutch,Subaru,Subaru Legacy Sedan,399,Hybrid,Black,85576,Used,Clean,None,3,Not Available,Unpaid,12096.38
Hyundai,Sonata,2007,Truck,12,30.1,27.2,28.6,7,Dual-Clutch,Hyundai,Hyundai Sonata Truck,210,Hybrid,Black,189427,New,Rebuilt,Severe Collision,2,Available,Paid,48212.34
BMW,M4,2016,Coupe,4,29.2,26.1,27.6,5,Manual,BMW,BMW M4 Coupe,236,Hybrid,Black,51493,New,Salvage,Severe Collision,1,Available,Paid,68805.44
Nissan,Pathfinder,1997,Hatchback,3,24.8,20.6,22.7,5,Dual-Clutch,Nissan,Nissan Pathfinder Hatchback,322,Hybrid,Black,15426,New,Rebuilt,Severe Collision,3,Not Available,Paid,76215.17
BMW,X3,2000,Wagon,6,15.7,11.6,13.6,5,Dual-Clutch,BMW,BMW X3 Wagon,477,Hybrid,Black,196547,Used,Clean,None,5,Not Available,Unpaid,14469.07
Honda,Fit,1998,Convertible,12,31.8,22.2,27,2,CVT,Honda,Honda Fit Convertible,568,Hybrid,Black,90575,New,Rebuilt,Minor Scratches,4,Available,Unpaid,32581.49
Nissan,Rogue,2008,Coupe,12,37.7,29.8,33.8,4,CVT,Nissan,Nissan Rogue Coupe,103,Hybrid,Black,205062,Used,Clean,None,1,Not Available,Unpaid,8393.15
BMW,X3,2022,Convertible,6,20.9,17.7,19.3,5,Automatic,BMW,BMW X3 Convertible,269,Hybrid,Black,74282,New,Clean,None,4,Available,Unpaid,62702.72
Subaru,Forester,1995,Hatchback,3,23.4,15.4,19.4,2,Dual-Clutch,Subaru,Subaru Forester Hatchback,536,Hybrid,Black,127677,New,Clean,None,2,Available,Paid,61572.08
Ford,Escape,2008,Coupe,3,20.6,13.9,17.2,7,Automatic,Ford,Ford Escape Coupe,303,Hybrid,Black,138109,New,Salvage,Frame Damage,2,Not Available,Paid,47851.42
Honda,Civic,2002,SUV,8,23.5,16.3,19.9,3,Manual,Honda,Honda Civic SUV,495,Hybrid,Black,238961,New,Clean,None,2,Not Available,Paid,5274.49
Chevrolet,Silverado,1998,Coupe,4,37.9,28.4,33.1,7,Manual,Chevrolet,Chevrolet Silverado Coupe,208,Hybrid,Black,168032,Used,Clean,None,4,Available,Paid,53940.96
Chevrolet,Impala,2003,Sedan,8,29.8,24.6,27.2,7,Manual,Chevrolet,Chevrolet Impala Sedan,163,Hybrid,Black,231172,Used,Clean,None,3,Not Available,Paid,30658.68
Kia,Sorento,1998,SUV,6,24.2,15.5,19.9,6,Dual-Clutch,Kia,Kia Sorento SUV,134,Hybrid,Black,47578,New,Rebuilt,Severe Collision,3,Not Available,Paid,32137.43
Toyota,Tacoma,2019,Truck,6,35.8,27.8,31.8,6,Manual,Toyota,Toyota Tacoma Truck,185,Hybrid,Black,130542,Used,Clean,None,1,Available,Unpaid,5317.69
Mercedes,GLC,2021,Hatchback,3,15.2,12.4,13.8,6,Manual,Mercedes,Mercedes GLC Hatchback,217,Hybrid,Black,12151,New,Rebuilt,Minor Scratches,2,Not Available,Paid,75274.54
Nissan,Rogue,1995,Wagon,3,23.1,16.5,19.8,2,Dual-Clutch,Nissan,Nissan Rogue Wagon,403,Hybrid,Black,159838,New,Salvage,Flood Damage,3,Available,Unpaid,29845.48
Nissan,Pathfinder,2007,SUV,6,25.1,15.3,20.2,4,Automatic,Nissan,Nissan Pathfinder SUV,277,Hybrid,Black,161281,Used,Rebuilt,Minor Scratches,5,Available,Unpaid,58399.21
Nissan,Pathfinder,1998,Wagon,12,16.6,13.4,15,7,Dual-Clutch,Nissan,Nissan Pathfinder Wagon,106,Hybrid,Black,209575,New,Salvage,Minor Scratches,3,Not Available,Paid,34727.48
Honda,Fit,2013,Truck,6,28.1,19.8,24,2,Automatic,Honda,Honda Fit Truck,376,Hybrid,Black,244091,New,Salvage,Severe Collision,5,Not Available,Unpaid,60888.24
Kia,Telluride,2004,Hatchback,6,28.7,23.8,26.2,3,Manual,Kia,Kia Telluride Hatchback,452,Hybrid,Black,125310,New,Clean,None,4,Available,Paid,34859.38
Hyundai,Kona,2007,Coupe,8,22.2,15.7,18.9,5,Dual-Clutch,Hyundai,Hyundai Kona Coupe,108,Hybrid,Black,114893,New,Salvage,Frame Damage,2,Not Available,Paid,6490.62
Hyundai,Elantra,2007,Convertible,10,18.1,10,14.1,3,Manual,Hyundai,Hyundai Elantra Convertible,268,Hybrid,Black,115493,Used,Clean,None,5,Not Available,Paid,73749.54
Ford,Fusion,2014,Coupe,6,34.3,26.4,30.3,6,Automatic,Ford,Ford Fusion Coupe,402,Hybrid,Black,191970,Used,Clean,None,4,Available,Unpaid,29484.07
BMW,X3,2021,Hatchback,8,21,16.2,18.6,6,Manual,BMW,BMW X3 Hatchback,259,Hybrid,Black,200800,New,Clean,None,4,Available,Unpaid,30956.3
Kia,Telluride,2011,SUV,6,17.4,14.5,15.9,7,Manual,Kia,Kia Telluride SUV,320,Hybrid,Black,207797,Used,Clean,None,3,Not Available,Paid,58643.05
Toyota,Camry,2013,Convertible,4,34,29.2,31.6,3,CVT,Toyota,Toyota Camry Convertible,103,Hybrid,Black,50225,New,Clean,None,2,Not Available,Paid,37388.69
Toyota,Camry,2008,Coupe,12,18.7,12.3,15.5,7,CVT,Toyota,Toyota Camry Coupe,555,Hybrid,Black,128279,New,Salvage,Flood Damage,4,Not Available,Paid,57121.34
BMW,M4,2016,Wagon,8,23.4,16.8,20.1,5,Dual-Clutch,BMW,BMW M4 Wagon,600,Hybrid,Black,69219,Used,Clean,None,5,Available,Paid,69053.11
BMW,5 Series,2016,Wagon,10,34.3,25.4,29.8,2,Dual-Clutch,BMW,BMW 5 Series Wagon,395,Hybrid,Black,145949,Used,Clean,None,4,Available,Paid,57620.17
Chevrolet,Impala,2011,Coupe,3,30.5,23.4,26.9,3,CVT,Chevrolet,Chevrolet Impala Coupe,256,Hybrid,Black,190946,Used,Salvage,Flood Damage,2,Available,Unpaid,79745.09
BMW,5 Series,2000,Sedan,3,19.4,15.1,17.2,7,CVT,BMW,BMW 5 Series Sedan,470,Hybrid,Black,454,New,Clean,None,1,Not Available,Paid,29942.12
BMW,5 Series,2009,Truck,3,27.4,17.8,22.6,3,Manual,BMW,BMW 5 Series Truck,389,Hybrid,Black,58571,New,Rebuilt,Minor Scratches,4,Available,Paid,14184.26
Mercedes,E-Class,2009,Truck,8,26.6,21.4,24,2,CVT,Mercedes,Mercedes E-Class Truck,231,Hybrid,Black,20118,Used,Salvage,Flood Damage,3,Not Available,Paid,54128.23
Hyundai,Santa Fe,2005,SUV,3,18.2,13.3,15.8,6,CVT,Hyundai,Hyundai Santa Fe SUV,591,Hybrid,Black,141068,Used,Rebuilt,Flood Damage,5,Not Available,Unpaid,31223.85
Toyota,Highlander,2002,Truck,6,30.7,26.5,28.6,3,Dual-Clutch,Toyota,Toyota Highlander Truck,199,Hybrid,Black,76188,Used,Clean,None,2,Available,Unpaid,49269.78
Kia,Sorento,2007,SUV,12,28.7,20.8,24.8,3,CVT,Kia,Kia Sorento SUV,557,Hybrid,Black,124196,Used,Rebuilt,Flood Damage,5,Not Available,Paid,49404.31
Subaru,Outback,1995,Truck,4,32.3,29.9,31.1,6,Automatic,Subaru,Subaru Outback Truck,109,Hybrid,Black,129618,Used,Clean,None,1,Available,Unpaid,69611.01
Subaru,Impreza,1999,Truck,6,32.2,24.1,28.2,3,Automatic,Subaru,Subaru Impreza Truck,218,Hybrid,Black,248973,Used,Salvage,Flood Damage,2,Available,Unpaid,52358.34
Nissan,Altima,2021,Coupe,6,23.2,18.2,20.7,2,CVT,Nissan,Nissan Altima Coupe,224,Hybrid,Black,762,New,Salvage,Severe Collision,3,Available,Paid,6900.94
Ford,Fusion,2014,Sedan,12,29.9,26,27.9,6,Manual,Ford,Ford Fusion Sedan,555,Hybrid,Black,85361,Used,Rebuilt,Frame Damage,3,Available,Unpaid,37733.36
Kia,Telluride,2016,Truck,6,21.7,16.6,19.1,7,CVT,Kia,Kia Telluride Truck,317,Hybrid,Black,125495,New,Clean,None,3,Not Available,Paid,34510.18
Nissan,Sentra,2011,Convertible,6,22.6,12.8,17.7,2,Dual-Clutch,Nissan,Nissan Sentra Convertible,534,Hybrid,Black,68815,Used,Salvage,Severe Collision,4,Available,Paid,10574.32
Subaru,Legacy,2003,Coupe,3,30.9,28.4,29.6,7,CVT,Subaru,Subaru Legacy Coupe,258,Hybrid,Black,67534,New,Rebuilt,Flood Damage,3,Not Available,Unpaid,79526.34
Toyota,Corolla,2002,Hatchback,3,35.3,29.6,32.5,6,Dual-Clutch,Toyota,Toyota Corolla Hatchback,231,Hybrid,Black,44,New,Clean,None,2,Available,Paid,60068.76
Ford,Escape,2007,Truck,6,26.5,17.8,22.1,6,CVT,Ford,Ford Escape Truck,306,Hybrid,Black,69222,Used,Clean,None,1,Available,Paid,48599.37
Chevrolet,Silverado,2019,Truck,6,15.3,10.4,12.9,5,Dual-Clutch,Chevrolet,Chevrolet Silverado Truck,478,Hybrid,Black,175056,New,Rebuilt,Minor Scratches,4,Available,Unpaid,55020.84
Mercedes,C-Class,2022,Convertible,3,29.9,21.6,25.8,7,CVT,Mercedes,Mercedes C-Class Convertible,595,Hybrid,Black,90327,Used,Rebuilt,Minor Scratches,2,Not Available,Unpaid,39472.64
BMW,5 Series,1996,Convertible,6,27.2,17.6,22.4,4,Dual-Clutch,BMW,BMW 5 Series Convertible,412,Hybrid,Black,105917,Used,Clean,None,1,Available,Paid,64313.07
Mercedes,GLC,2004,Truck,4,25,17.6,21.3,4,CVT,Mercedes,Mercedes GLC Truck,488,Hybrid,Black,11442,Used,Rebuilt,Flood Damage,5,Available,Unpaid,16752.69
Ford,Mustang,2005,Hatchback,10,18.2,15.4,16.8,3,Automatic,Ford,Ford Mustang Hatchback,220,Hybrid,Black,41026,New,Salvage,Severe Collision,3,Not Available,Paid,74276.32
Kia,Telluride,2017,Sedan,8,14.9,12.8,13.9,3,CVT,Kia,Kia Telluride Sedan,535,Hybrid,Black,191899,Used,Clean,None,1,Not Available,Unpaid,39180.49
Kia,Sportage,2001,Hatchback,4,16.1,12.1,14.1,4,Dual-Clutch,Kia,Kia Sportage Hatchback,559,Hybrid,Black,14892,New,Rebuilt,Minor Scratches,1,Available,Unpaid,27984.64
BMW,X3,1995,Wagon,6,20.4,17,18.7,7,Automatic,BMW,BMW X3 Wagon,322,Hybrid,Black,132079,New,Rebuilt,Frame Damage,2,Not Available,Unpaid,11215.76
Ford,F-150,2004,Hatchback,3,30.2,26.9,28.5,6,Dual-Clutch,Ford,Ford F-150 Hatchback,494,Hybrid,Black,221390,New,Rebuilt,Frame Damage,2,Available,Unpaid,14977.57
Nissan,Sentra,2016,Coupe,3,17.5,13.2,15.3,3,CVT,Nissan,Nissan Sentra Coupe,246,Hybrid,Black,236530,Used,Salvage,Minor Scratches,3,Not Available,Unpaid,71012.01
Hyundai,Kona,2020,Convertible,8,27.5,17.5,22.5,7,Manual,Hyundai,Hyundai Kona Convertible,183,Hybrid,Black,152048,New,Salvage,Frame Damage,3,Not Available,Unpaid,79370.77
Honda,Civic,2012,Wagon,6,26.4,19.6,23,6,Dual-Clutch,Honda,Honda Civic Wagon,186,Hybrid,Black,113111,Used,Rebuilt,Frame Damage,3,Not Available,Unpaid,36292.79
Subaru,Crosstrek,1995,Wagon,6,37.1,27.7,32.4,3,Manual,Subaru,Subaru Crosstrek Wagon,341,Hybrid,Black,194685,Used,Rebuilt,Minor Scratches,5,Available,Unpaid,58468.34
Hyundai,Sonata,1996,Wagon,10,31.7,21.9,26.8,3,CVT,Hyundai,Hyundai Sonata Wagon,280,Hybrid,Black,95441,New,Salvage,Severe Collision,1,Available,Paid,34169.04
BMW,5 Series,1999,SUV,3,22.1,14.3,18.2,2,Automatic,BMW,BMW 5 Series SUV,372,Hybrid,Black,189618,New,Rebuilt,Minor Scratches,4,Not Available,Paid,41205
Honda,CR-V,2000,Convertible,12,21,13.1,17.1,6,Dual-Clutch,Honda,Honda CR-V Convertible,328,Hybrid,Black,7927,Used,Salvage,Minor Scratches,1,Available,Paid,19213.39
BMW,5 Series,2006,Wagon,4,18.9,12.1,15.5,4,Dual-Clutch,BMW,BMW 5 Series Wagon,166,Hybrid,Black,183720,New,Salvage,Frame Damage,3,Available,Paid,67954.42
Mercedes,GLC,1999,Truck,6,17.5,14.1,15.8,2,Dual-Clutch,Mercedes,Mercedes GLC Truck,418,Hybrid,Black,70628,Used,Rebuilt,Severe Collision,1,Available,Paid,9108.98
Chevrolet,Impala,2022,Truck,3,23.3,16.8,20.1,3,CVT,Chevrolet,Chevrolet Impala Truck,129,Hybrid,Black,115395,New,Rebuilt,Flood Damage,1,Not Available,Unpaid,28916.71
Nissan,Rogue,2013,Convertible,3,30,27.7,28.9,2,Automatic,Nissan,Nissan Rogue Convertible,573,Hybrid,Black,160839,Used,Rebuilt,Minor Scratches,2,Not Available,Unpaid,29942.53
Honda,Accord,2002,Truck,3,18.7,15.8,17.2,3,Automatic,Honda,Honda Accord Truck,233,Hybrid,Black,37853,Used,Clean,None,2,Not Available,Paid,74902.18
Toyota,RAV4,2019,Hatchback,6,27.6,23.3,25.5,7,Dual-Clutch,Toyota,Toyota RAV4 Hatchback,115,Hybrid,Black,246381,Used,Salvage,Flood Damage,5,Available,Paid,46222.86
Chevrolet,Impala,2017,Convertible,6,22.8,13.3,18.1,4,CVT,Chevrolet,Chevrolet Impala Convertible,167,Hybrid,Black,210763,Used,Salvage,Severe Collision,1,Not Available,Unpaid,58190.48
Kia,Sorento,1996,Sedan,8,30.8,24.3,27.6,6,CVT,Kia,Kia Sorento Sedan,428,Hybrid,Black,247321,New,Rebuilt,Frame Damage,3,Not Available,Unpaid,47611.07
